neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
130,-1.037388,-0.124844,1.100327e-03,1.117188e-04,-8.948707e-04,1,1
625,-1.034045,-0.114482,1.097336e-03,1.024464e-04,-8.948707e-04,1,1
998,-1.028813,-0.111875,1.092654e-03,1.001135e-04,-8.948707e-04,1,1
187,-1.024537,-0.105328,1.088827e-03,9.425478e-05,-8.948707e-04,1,1
219,-1.018925,-0.100766,1.083805e-03,9.017223e-05,-8.948707e-04,1,1
447,-1.017782,-0.108341,1.082782e-03,9.695099e-05,-8.948707e-04,1,1
999,-1.015081,-0.094535,1.080365e-03,8.459686e-05,-8.948707e-04,1,1
590,-1.014605,-0.098299,1.079939e-03,8.796530e-05,-8.948707e-04,1,1
605,-1.011579,-0.081940,1.077232e-03,7.332592e-05,-8.948707e-04,1,1
456,-1.008968,-0.096418,1.074895e-03,8.628183e-05,-8.948707e-04,1,1
835,-1.005262,-0.091474,1.071579e-03,8.185752e-05,-8.948707e-04,1,1
503,-1.004106,-0.088133,1.070544e-03,7.886771e-05,-8.948707e-04,1,1
674,-1.000000,-0.093969,1.066870e-03,8.409010e-05,-8.948707e-04,1,1
722,-1.000000,-0.097299,1.066870e-03,8.706986e-05,-8.948707e-04,1,1
928,-1.000000,-0.075164,1.066870e-03,4.933996e-05,-6.564318e-04,1,1
400,-1.000000,-0.093475,1.066870e-03,6.135975e-05,-6.564318e-04,1,1
450,-1.000000,-0.084964,1.066870e-03,5.577288e-05,-6.564318e-04,1,1
916,-1.000000,-0.078095,1.066870e-03,5.126430e-05,-6.564318e-04,1,1
217,-1.000000,-0.088868,1.066870e-03,5.833595e-05,-6.564318e-04,1,1
517,-1.000000,-0.093962,1.066870e-03,6.167973e-05,-6.564318e-04,1,1
280,-0.995351,-0.073657,1.063818e-03,4.835048e-05,-6.564318e-04,1,1
673,-0.993876,-0.075275,1.062849e-03,4.941310e-05,-6.564318e-04,1,1
139,-0.993241,-0.079661,1.062433e-03,5.229231e-05,-6.564318e-04,1,1
158,-0.992729,-0.078171,1.062097e-03,5.131399e-05,-6.564318e-04,1,1
206,-0.991044,-0.063366,1.060991e-03,4.159554e-05,-6.564318e-04,1,1
