neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
671,-1.354217,-0.318059,3.017409e-03,4.932002e-04,-1.550655e-03,1,0
1396,-1.293177,-0.256600,2.922756e-03,3.978986e-04,-1.550655e-03,1,0
3711,-1.288535,-0.251960,2.915558e-03,3.907029e-04,-1.550655e-03,1,0
1578,-1.224802,-0.188047,2.816731e-03,2.915959e-04,-1.550655e-03,1,0
2344,-1.218254,-0.183676,2.806577e-03,2.848177e-04,-1.550655e-03,1,0
14,-1.217646,-0.182418,2.805633e-03,2.828673e-04,-1.550655e-03,1,0
3529,-1.206747,-0.170642,2.788733e-03,2.646065e-04,-1.550655e-03,1,0
2843,-1.203143,-0.167251,2.783145e-03,2.593479e-04,-1.550655e-03,1,0
401,-1.192379,-0.155774,2.766453e-03,2.415513e-04,-1.550655e-03,1,0
1246,-1.185591,-0.148146,2.755928e-03,2.297231e-04,-1.550655e-03,1,0
4695,-1.184434,-0.147334,2.754133e-03,2.284639e-04,-1.550655e-03,1,0
3680,-1.180660,-0.144966,2.748281e-03,2.247929e-04,-1.550655e-03,1,0
2616,-1.179173,-0.142915,2.745976e-03,2.216116e-04,-1.550655e-03,1,0
2144,-1.177604,-0.140614,2.743543e-03,2.180441e-04,-1.550655e-03,1,0
4947,-1.175724,-0.140428,2.740627e-03,2.177559e-04,-1.550655e-03,1,0
927,-1.174378,-0.136561,2.738540e-03,2.117588e-04,-1.550655e-03,1,0
4574,-1.173908,-0.137735,2.737811e-03,2.135792e-04,-1.550655e-03,1,0
3370,-1.173022,-0.135871,2.736438e-03,2.106886e-04,-1.550655e-03,1,0
1459,-1.148137,-0.110169,2.697849e-03,1.708334e-04,-1.550655e-03,1,0
2851,-1.146764,-0.108582,2.695720e-03,1.683729e-04,-1.550655e-03,1,0
147,-1.146390,-0.111493,2.695141e-03,1.728878e-04,-1.550655e-03,1,0
4413,-1.141903,-0.109131,2.688182e-03,1.692246e-04,-1.550655e-03,1,0
3955,-1.140257,-0.104307,2.685631e-03,1.617441e-04,-1.550655e-03,1,0
4338,-1.134252,-0.100847,2.676319e-03,1.563785e-04,-1.550655e-03,1,0
2170,-1.130158,-0.091928,2.669970e-03,1.425492e-04,-1.550655e-03,1,0
1513,-1.126073,-0.092475,2.663636e-03,1.433976e-04,-1.550655e-03,1,0
