neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
56,-1.034569,-0.076759,9.531086e-04,5.327672e-05,-6.940749e-04,1,1
1603,-1.034531,-0.076415,9.530821e-04,5.303788e-05,-6.940749e-04,1,1
1863,-1.031224,-0.082068,9.507873e-04,5.696116e-05,-6.940749e-04,1,1
354,-1.028788,-0.066728,9.490959e-04,4.631391e-05,-6.940749e-04,1,1
63,-1.028040,-0.075735,9.485773e-04,5.256569e-05,-6.940749e-04,1,1
84,-1.023810,-0.070100,9.456414e-04,4.865485e-05,-6.940749e-04,1,1
363,-1.022023,-0.059318,9.444009e-04,4.117080e-05,-6.940749e-04,1,1
166,-1.019203,-0.054261,9.424433e-04,3.766129e-05,-6.940749e-04,1,1
1581,-1.017380,-0.050553,9.411785e-04,3.508731e-05,-6.940749e-04,1,1
1078,-1.015909,-0.046848,9.401574e-04,3.251624e-05,-6.940749e-04,1,1
669,-1.015614,-0.049958,9.399522e-04,3.467468e-05,-6.940749e-04,1,1
1162,-1.013344,-0.068527,9.383766e-04,4.756315e-05,-6.940749e-04,1,1
429,-1.013239,-0.071432,9.383037e-04,4.957950e-05,-6.940749e-04,1,1
765,-1.013055,-0.062840,9.381766e-04,4.361567e-05,-6.940749e-04,1,1
1196,-1.011700,-0.056540,9.372358e-04,3.924311e-05,-6.940749e-04,1,1
559,-1.009256,-0.058299,9.355394e-04,4.046398e-05,-6.940749e-04,1,1
1234,-1.007724,-0.060449,9.344762e-04,4.195586e-05,-6.940749e-04,1,1
550,-1.007344,-0.053072,9.342123e-04,3.683606e-05,-6.940749e-04,1,1
459,-1.007276,-0.063344,9.341654e-04,4.396573e-05,-6.940749e-04,1,1
213,-1.004413,-0.046752,9.321782e-04,3.244949e-05,-6.940749e-04,1,1
1364,-1.004017,-0.042140,9.319033e-04,2.924839e-05,-6.940749e-04,1,1
1955,-1.002564,-0.039798,9.308948e-04,2.762247e-05,-6.940749e-04,1,1
144,-1.002303,-0.048528,9.307137e-04,3.368239e-05,-6.940749e-04,1,1
769,-1.002190,-0.036056,9.306355e-04,2.502568e-05,-6.940749e-04,1,1
1416,-1.000743,-0.048983,9.296310e-04,3.399754e-05,-6.940749e-04,1,1
134,-1.000103,-0.056039,9.291870e-04,3.889520e-05,-6.940749e-04,1,1
871,-1.000058,-0.054994,9.291556e-04,3.817013e-05,-6.940749e-04,1,1
723,-1.000000,-0.042371,9.291154e-04,2.940875e-05,-6.940749e-04,1,1
269,-0.999538,-0.046786,9.289071e-04,2.107792e-05,-4.505219e-04,1,1
569,-0.999092,-0.050308,9.287060e-04,2.266481e-05,-4.505219e-04,1,1
1998,-0.997256,-0.047707,9.278789e-04,2.149311e-05,-4.505219e-04,1,1
270,-0.996988,-0.034937,9.277582e-04,1.573971e-05,-4.505219e-04,1,1
539,-0.996540,-0.050534,9.275562e-04,2.276685e-05,-4.505219e-04,1,1
1397,-0.996530,-0.053646,9.275521e-04,2.416859e-05,-4.505219e-04,1,1
1971,-0.996254,-0.069109,9.274277e-04,3.113518e-05,-4.505219e-04,1,1
160,-0.994012,-0.052134,9.264177e-04,2.348739e-05,-4.505219e-04,1,1
155,-0.993550,-0.049787,9.262092e-04,2.243004e-05,-4.505219e-04,1,1
1587,-0.992676,-0.046490,9.258157e-04,2.094474e-05,-4.505219e-04,1,1
518,-0.991977,-0.042358,9.255005e-04,1.908321e-05,-4.505219e-04,1,1
1548,-0.990590,-0.036125,9.248759e-04,1.627529e-05,-4.505219e-04,1,1
675,-0.988904,-0.047054,9.242443e-04,1.543578e-05,-3.280406e-04,1,1
1607,-0.985879,-0.026342,9.232518e-04,8.641112e-06,-3.280406e-04,1,1
137,-0.984523,-0.040872,9.228072e-04,1.340755e-05,-3.280406e-04,1,1
613,-0.984000,-0.046951,9.226355e-04,1.540184e-05,-3.280406e-04,1,1
1507,-0.982506,-0.029579,9.221456e-04,9.703267e-06,-3.280406e-04,1,1
1686,-0.981306,-0.040103,9.217518e-04,1.315543e-05,-3.280406e-04,1,1
922,-0.981286,-0.035350,9.217453e-04,1.159615e-05,-3.280406e-04,1,1
864,-0.978504,-0.039578,9.208873e-04,1.143442e-05,-2.889070e-04,1,1
1778,-0.978001,-0.037820,9.207421e-04,1.092650e-05,-2.889070e-04,1,1
171,-0.976879,-0.040279,9.204179e-04,1.163682e-05,-2.889070e-04,1,1
715,-0.976267,-0.024598,9.202411e-04,7.106502e-06,-2.889070e-04,1,1
1869,-0.972287,-0.034494,9.190913e-04,9.965487e-06,-2.889070e-04,1,1
1141,-0.971185,-0.019515,9.187727e-04,5.638038e-06,-2.889070e-04,1,1
1959,-0.967411,-0.026643,9.176432e-04,8.126895e-06,-3.050242e-04,1,1
