neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
391,-1.093290,0.224400,-2.391042e-03,5.496406e-04,2.449382e-03,1,0
825,-1.082505,0.217354,-2.364625e-03,5.323818e-04,2.449382e-03,1,0
778,-1.078190,0.208278,-2.354056e-03,5.101514e-04,2.449382e-03,1,0
1281,-1.072020,0.202191,-2.338942e-03,4.952419e-04,2.449382e-03,1,0
696,-1.071350,0.203121,-2.337303e-03,4.975207e-04,2.449382e-03,1,0
966,-1.068984,0.197610,-2.331507e-03,4.840236e-04,2.449382e-03,1,0
1377,-1.067334,0.201669,-2.327465e-03,4.939645e-04,2.449382e-03,1,0
358,-1.064219,0.196370,-2.319836e-03,4.809860e-04,2.449382e-03,1,0
413,-1.063321,0.198665,-2.317636e-03,4.866062e-04,2.449382e-03,1,0
592,-1.048063,0.181632,-2.280264e-03,4.448868e-04,2.449382e-03,1,0
1181,-1.044069,0.180912,-2.270480e-03,4.431234e-04,2.449382e-03,1,0
675,-1.042721,0.172455,-2.267179e-03,4.224094e-04,2.449382e-03,1,0
756,-1.041973,0.175934,-2.265346e-03,4.309299e-04,2.449382e-03,1,0
1381,-1.041958,0.172683,-2.265311e-03,4.229668e-04,2.449382e-03,1,0
1171,-1.041186,0.174491,-2.263420e-03,4.273958e-04,2.449382e-03,1,0
424,-1.035245,0.170103,-2.248867e-03,4.166471e-04,2.449382e-03,1,0
767,-1.034812,0.173507,-2.247808e-03,4.249854e-04,2.449382e-03,1,0
1071,-1.027633,0.162378,-2.230223e-03,3.977254e-04,2.449382e-03,1,0
975,-1.024911,0.151990,-2.223556e-03,3.722820e-04,2.449382e-03,1,0
195,-1.022236,0.156996,-2.217004e-03,3.845441e-04,2.449382e-03,1,0
288,-1.020503,0.155015,-2.212759e-03,3.796919e-04,2.449382e-03,1,0
882,-1.019090,0.151104,-2.209298e-03,3.701104e-04,2.449382e-03,1,0
359,-1.017767,0.148738,-2.206058e-03,3.643161e-04,2.449382e-03,1,0
1335,-1.017734,0.150329,-2.205975e-03,3.682136e-04,2.449382e-03,1,0
668,-1.011079,0.136426,-2.189676e-03,3.341584e-04,2.449382e-03,1,0
1041,-1.005448,0.138364,-2.175884e-03,3.389073e-04,2.449382e-03,1,0
1130,-1.005173,0.140760,-2.175209e-03,3.447762e-04,2.449382e-03,1,0
746,-1.003900,0.139106,-2.172090e-03,3.407241e-04,2.449382e-03,1,0
772,-1.000004,0.135976,-2.162548e-03,3.330579e-04,2.449382e-03,1,0
82,-1.000003,0.136430,-2.162547e-03,3.341689e-04,2.449382e-03,1,0
881,-1.000003,0.132306,-2.162547e-03,3.240672e-04,2.449382e-03,1,0
