neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
671,-1.099307,-0.293467,-7.695516e-02,-1.449057e-02,4.937725e-02,1,0
1396,-1.072252,-0.265472,-7.561926e-02,-1.310826e-02,4.937725e-02,1,0
3711,-1.070210,-0.263429,-7.551846e-02,-1.300742e-02,4.937725e-02,1,0
1578,-1.042054,-0.234815,-7.412818e-02,-1.159452e-02,4.937725e-02,1,0
2344,-1.040433,-0.237537,-7.404814e-02,-1.172891e-02,4.937725e-02,1,0
14,-1.039638,-0.235476,-7.400889e-02,-1.162714e-02,4.937725e-02,1,0
3529,-1.034196,-0.228257,-7.374019e-02,-1.127069e-02,4.937725e-02,1,0
2843,-1.032731,-0.227208,-7.366785e-02,-1.121888e-02,4.937725e-02,1,0
401,-1.027716,-0.220722,-7.342019e-02,-1.089866e-02,4.937725e-02,1,0
1246,-1.024493,-0.215758,-7.326107e-02,-1.065354e-02,4.937725e-02,1,0
4695,-1.024081,-0.216056,-7.324070e-02,-1.066827e-02,4.937725e-02,1,0
3680,-1.022984,-0.217771,-7.318654e-02,-1.075292e-02,4.937725e-02,1,0
2616,-1.021905,-0.215577,-7.313328e-02,-1.064460e-02,4.937725e-02,1,0
4947,-1.021117,-0.216650,-7.309436e-02,-1.069756e-02,4.937725e-02,1,0
2144,-1.021070,-0.213256,-7.309205e-02,-1.053002e-02,4.937725e-02,1,0
4574,-1.019635,-0.213457,-7.302119e-02,-1.053993e-02,4.937725e-02,1,0
927,-1.019405,-0.209878,-7.300984e-02,-1.036319e-02,4.937725e-02,1,0
3370,-1.019001,-0.210847,-7.298988e-02,-1.041102e-02,4.937725e-02,1,0
147,-1.008388,-0.204504,-7.246583e-02,-1.009783e-02,4.937725e-02,1,0
1459,-1.007762,-0.197880,-7.243494e-02,-9.770751e-03,4.937725e-02,1,0
4413,-1.007655,-0.207603,-7.242966e-02,-1.025088e-02,4.937725e-02,1,0
2851,-1.007085,-0.196755,-7.240149e-02,-9.715246e-03,4.937725e-02,1,0
3955,-1.004943,-0.199045,-7.229574e-02,-9.828295e-03,4.937725e-02,1,0
4338,-1.003946,-0.202684,-7.224650e-02,-1.000796e-02,4.937725e-02,1,0
