neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
1863,-1.276051,-0.319066,-4.524993e-02,-8.035735e-03,2.518517e-02,1,0
56,-1.267157,-0.309263,-4.502593e-02,-7.788839e-03,2.518517e-02,1,0
1603,-1.265353,-0.307427,-4.498050e-02,-7.742593e-03,2.518517e-02,1,0
63,-1.230897,-0.273581,-4.411272e-02,-6.890189e-03,2.518517e-02,1,0
354,-1.192079,-0.233738,-4.313508e-02,-5.886737e-03,2.518517e-02,1,0
84,-1.183991,-0.226527,-4.293137e-02,-5.705121e-03,2.518517e-02,1,0
429,-1.135256,-0.179116,-4.170398e-02,-4.511073e-03,2.518517e-02,1,0
363,-1.124615,-0.166206,-4.143599e-02,-4.185936e-03,2.518517e-02,1,0
1162,-1.124124,-0.167643,-4.142361e-02,-4.222114e-03,2.518517e-02,1,0
765,-1.097032,-0.139966,-4.074131e-02,-3.525061e-03,2.518517e-02,1,0
166,-1.087227,-0.128583,-4.049436e-02,-3.238386e-03,2.518517e-02,1,0
459,-1.069108,-0.112792,-4.003803e-02,-2.840687e-03,2.518517e-02,1,0
1196,-1.061602,-0.104005,-3.984898e-02,-2.619382e-03,2.518517e-02,1,0
1581,-1.060996,-0.102153,-3.983373e-02,-2.572732e-03,2.518517e-02,1,0
1234,-1.059336,-0.102631,-3.979192e-02,-2.584791e-03,2.518517e-02,1,0
559,-1.057970,-0.100844,-3.975752e-02,-2.539762e-03,2.518517e-02,1,0
669,-1.049693,-0.090971,-3.954906e-02,-2.291113e-03,2.518517e-02,1,0
1078,-1.036486,-0.077403,-3.921644e-02,-1.949408e-03,2.518517e-02,1,0
550,-1.025164,-0.067683,-3.893130e-02,-1.704612e-03,2.518517e-02,1,0
1971,-1.014733,-0.061391,-3.866859e-02,-1.546144e-03,2.518517e-02,1,0
871,-1.000000,-0.034644,-3.829752e-02,-1.058767e-03,3.056091e-02,1,0
134,-1.000000,-0.042722,-3.829752e-02,-1.305614e-03,3.056091e-02,1,0
213,-0.950842,0.021173,-3.661246e-02,7.407365e-04,3.498521e-02,1,0
144,-0.942422,0.031335,-3.633191e-02,1.036310e-03,3.307185e-02,1,0
1416,-0.927702,0.056015,-3.587776e-02,1.591377e-03,2.840999e-02,1,0
1397,-0.922622,0.068574,-3.573345e-02,1.948192e-03,2.840999e-02,1,0
569,-0.921241,0.071955,-3.569421e-02,2.044244e-03,2.840999e-02,1,0
1364,-0.918683,0.087066,-3.562319e-02,2.317215e-03,2.661454e-02,1,0
539,-0.918598,0.087422,-3.562091e-02,2.326687e-03,2.661454e-02,1,0
269,-0.918128,0.092190,-3.560841e-02,2.453584e-03,2.661454e-02,1,0
160,-0.917997,0.093046,-3.560492e-02,2.476382e-03,2.661454e-02,1,0
1998,-0.917542,0.097479,-3.559280e-02,2.594346e-03,2.661454e-02,1,0
155,-0.916896,0.103261,-3.557561e-02,2.748237e-03,2.661454e-02,1,0
1955,-0.916658,0.106155,-3.556928e-02,2.825277e-03,2.661454e-02,1,0
723,-0.916398,0.108382,-3.556235e-02,2.884526e-03,2.661454e-02,1,0
1587,-0.915674,0.114666,-3.554310e-02,3.051795e-03,2.661454e-02,1,0
769,-0.915168,0.120234,-3.552963e-02,3.199981e-03,2.661454e-02,1,0
675,-0.914988,0.121056,-3.552482e-02,3.221854e-03,2.661454e-02,1,0
518,-0.914616,0.125194,-3.551493e-02,3.331985e-03,2.661454e-02,1,0
6,-0.914441,0.115898,-3.551026e-02,3.084581e-03,2.661454e-02,1,0
248,-0.914336,0.117913,-3.550748e-02,3.138197e-03,2.661454e-02,1,0
1719,-0.914321,0.118206,-3.550707e-02,3.146004e-03,2.661454e-02,1,0
613,-0.914295,0.128119,-3.550639e-02,3.409820e-03,2.661454e-02,1,0
61,-0.914293,0.118740,-3.550633e-02,3.160220e-03,2.661454e-02,1,0
963,-0.914121,0.122045,-3.550176e-02,3.248170e-03,2.661454e-02,1,0
1461,-0.914094,0.122568,-3.550104e-02,3.262100e-03,2.661454e-02,1,0
1301,-0.914090,0.122654,-3.550092e-02,3.264380e-03,2.661454e-02,1,0
1537,-0.913965,0.125052,-3.549761e-02,3.328205e-03,2.661454e-02,1,0
270,-0.913851,0.134068,-3.549456e-02,3.568161e-03,2.661454e-02,1,0
137,-0.913617,0.136449,-3.548833e-02,3.631517e-03,2.661454e-02,1,0
438,-0.913500,0.134000,-3.548524e-02,3.566339e-03,2.661454e-02,1,0
773,-0.913457,0.134833,-3.548409e-02,3.588515e-03,2.661454e-02,1,0
1548,-0.913447,0.138901,-3.548381e-02,3.696793e-03,2.661454e-02,1,0
129,-0.913437,0.135224,-3.548354e-02,3.598934e-03,2.661454e-02,1,0
1686,-0.913352,0.139753,-3.548130e-02,3.719450e-03,2.661454e-02,1,0
14,-0.913295,0.137948,-3.547978e-02,3.671433e-03,2.661454e-02,1,0
171,-0.913178,0.141943,-3.547665e-02,3.777734e-03,2.661454e-02,1,0
864,-0.913176,0.142054,-3.547661e-02,3.780698e-03,2.661454e-02,1,0
184,-0.913059,0.142488,-3.547350e-02,3.792263e-03,2.661454e-02,1,0
1787,-0.913043,0.142804,-3.547307e-02,3.800676e-03,2.661454e-02,1,0
1778,-0.913014,0.144482,-3.547230e-02,3.845315e-03,2.661454e-02,1,0
922,-0.912916,0.146148,-3.546969e-02,3.889659e-03,2.661454e-02,1,0
1661,-0.912815,0.147197,-3.546699e-02,3.917593e-03,2.661454e-02,1,0
1147,-0.912804,0.147914,-3.546670e-02,3.936675e-03,2.661454e-02,1,0
1841,-0.912796,0.147551,-3.546650e-02,3.926994e-03,2.661454e-02,1,0
574,-0.912750,0.148442,-3.546527e-02,3.950727e-03,2.661454e-02,1,0
1123,-0.912742,0.148592,-3.546506e-02,3.954704e-03,2.661454e-02,1,0
1869,-0.912667,0.150312,-3.546305e-02,4.000488e-03,2.661454e-02,1,0
357,-0.912644,0.150480,-3.546245e-02,4.004957e-03,2.661454e-02,1,0
901,-0.912575,0.151815,-3.546061e-02,4.040488e-03,2.661454e-02,1,0
939,-0.912560,0.152106,-3.546021e-02,4.048225e-03,2.661454e-02,1,0
1445,-0.912556,0.152183,-3.546010e-02,4.050283e-03,2.661454e-02,1,0
940,-0.912544,0.152521,-3.545978e-02,4.059272e-03,2.661454e-02,1,0
1832,-0.912538,0.152533,-3.545962e-02,4.059584e-03,2.661454e-02,1,0
1507,-0.912509,0.153154,-3.545886e-02,4.076121e-03,2.661454e-02,1,0
616,-0.912495,0.153353,-3.545848e-02,4.081415e-03,2.661454e-02,1,0
861,-0.912479,0.153722,-3.545805e-02,4.091234e-03,2.661454e-02,1,0
1688,-0.912432,0.154556,-3.545682e-02,4.113444e-03,2.661454e-02,1,0
