neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
1863,-1.363337,-0.310379,1.491442e-03,2.291545e-04,-7.383063e-04,1,1
56,-1.358948,-0.304893,1.488202e-03,2.251046e-04,-7.383063e-04,1,1
1603,-1.357476,-0.303384,1.487115e-03,2.239900e-04,-7.383063e-04,1,1
63,-1.324651,-0.271309,1.462880e-03,2.003090e-04,-7.383063e-04,1,1
354,-1.294137,-0.239566,1.440351e-03,1.768729e-04,-7.383063e-04,1,1
84,-1.283847,-0.230349,1.432754e-03,1.700678e-04,-7.383063e-04,1,1
429,-1.235645,-0.183877,1.397167e-03,1.357573e-04,-7.383063e-04,1,1
363,-1.234673,-0.180043,1.396449e-03,1.329270e-04,-7.383063e-04,1,1
1162,-1.226759,-0.174569,1.390606e-03,1.288852e-04,-7.383063e-04,1,1
765,-1.205214,-0.152300,1.374699e-03,1.124442e-04,-7.383063e-04,1,1
166,-1.202531,-0.147632,1.372718e-03,1.089975e-04,-7.383063e-04,1,1
1581,-1.180107,-0.124979,1.356162e-03,9.227296e-05,-7.383063e-04,1,1
459,-1.177641,-0.125742,1.354342e-03,9.283620e-05,-7.383063e-04,1,1
1196,-1.176174,-0.122620,1.353258e-03,9.053115e-05,-7.383063e-04,1,1
559,-1.170732,-0.117796,1.349241e-03,8.696953e-05,-7.383063e-04,1,1
1234,-1.170479,-0.118091,1.349054e-03,8.718717e-05,-7.383063e-04,1,1
669,-1.169859,-0.114894,1.348596e-03,8.482662e-05,-7.383063e-04,1,1
1078,-1.159308,-0.103905,1.340806e-03,7.671391e-05,-7.383063e-04,1,1
550,-1.142892,-0.089554,1.328686e-03,6.611860e-05,-7.383063e-04,1,1
1971,-1.124098,-0.075997,1.314810e-03,5.610919e-05,-7.383063e-04,1,1
134,-1.111556,-0.060193,1.305550e-03,4.444065e-05,-7.383063e-04,1,1
871,-1.107532,-0.056042,1.302580e-03,4.137628e-05,-7.383063e-04,1,1
213,-1.106306,-0.052602,1.301675e-03,3.883643e-05,-7.383063e-04,1,1
144,-1.102266,-0.049195,1.298692e-03,3.632100e-05,-7.383063e-04,1,1
1416,-1.094180,-0.041544,1.292722e-03,3.067204e-05,-7.383063e-04,1,1
1364,-1.087945,-0.033682,1.288118e-03,2.486754e-05,-7.383063e-04,1,1
569,-1.083981,-0.032185,1.285192e-03,2.376252e-05,-7.383063e-04,1,1
