neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
287,-1.333436,0.529596,-1.800062e-03,1.359536e-03,2.567120e-03,1,0
163,-1.316627,0.511771,-1.756910e-03,1.313779e-03,2.567120e-03,1,0
220,-1.123823,0.322245,-1.261961e-03,8.272411e-04,2.567120e-03,1,0
240,-1.098588,0.294459,-1.197178e-03,7.559121e-04,2.567120e-03,1,0
278,-1.070804,0.267530,-1.125854e-03,6.867811e-04,2.567120e-03,1,0
182,-1.060534,0.256347,-1.099490e-03,6.580738e-04,2.567120e-03,1,0
391,-1.050470,0.247686,-1.073653e-03,6.358391e-04,2.567120e-03,1,0
415,-1.000012,0.180009,-9.441225e-04,4.621052e-04,2.567120e-03,1,0
136,-1.000012,0.168874,-9.441209e-04,4.335209e-04,2.567120e-03,1,0
224,-1.000012,0.168849,-9.441207e-04,4.334553e-04,2.567120e-03,1,0
243,-1.000011,0.162097,-9.441199e-04,4.161235e-04,2.567120e-03,1,0
106,-0.855374,-0.141233,-1.871633e-03,-1.479322e-04,1.047431e-03,1,0
361,-0.849230,-0.200044,-1.865193e-03,-2.611247e-04,1.305338e-03,1,0
389,-0.848610,-0.218159,-1.864385e-03,-2.847718e-04,1.305338e-03,1,0
316,-0.848356,-0.221995,-1.864053e-03,-2.897791e-04,1.305338e-03,1,0
216,-0.847197,-0.240946,-1.862539e-03,-3.145159e-04,1.305338e-03,1,0
372,-0.847111,-0.241220,-1.862428e-03,-3.148733e-04,1.305338e-03,1,0
267,-0.846824,-0.246984,-1.862053e-03,-3.223979e-04,1.305338e-03,1,0
280,-0.845077,-0.229651,-1.859772e-03,-2.997723e-04,1.305338e-03,1,0
198,-0.844798,-0.280227,-1.859408e-03,-3.657911e-04,1.305338e-03,1,0
375,-0.844742,-0.243579,-1.859335e-03,-3.179533e-04,1.305338e-03,1,0
36,-0.844658,-0.247051,-1.859225e-03,-3.224846e-04,1.305338e-03,1,0
151,-0.844531,-0.252278,-1.859060e-03,-3.293076e-04,1.305338e-03,1,0
112,-0.844374,-0.272689,-1.858855e-03,-3.559509e-04,1.305338e-03,1,0
6,-0.844363,-0.273012,-1.858840e-03,-3.563732e-04,1.305338e-03,1,0
409,-0.844297,-0.261954,-1.858755e-03,-3.419384e-04,1.305338e-03,1,0
225,-0.844287,-0.274991,-1.858741e-03,-3.589557e-04,1.305338e-03,1,0
92,-0.844256,-0.263658,-1.858701e-03,-3.441625e-04,1.305338e-03,1,0
414,-0.843946,-0.293177,-1.858296e-03,-3.826952e-04,1.305338e-03,1,0
18,-0.843779,-0.289103,-1.858078e-03,-3.773773e-04,1.305338e-03,1,0
299,-0.843644,-0.300170,-1.857902e-03,-3.918236e-04,1.305338e-03,1,0
355,-0.843300,-0.309216,-1.857453e-03,-4.036307e-04,1.305338e-03,1,0
324,-0.843225,-0.306310,-1.857355e-03,-3.998377e-04,1.305338e-03,1,0
474,-0.843171,-0.309373,-1.857285e-03,-4.038357e-04,1.305338e-03,1,0
423,-0.843150,-0.309125,-1.857257e-03,-4.035124e-04,1.305338e-03,1,0
319,-0.842985,-0.317823,-1.857042e-03,-4.148668e-04,1.305338e-03,1,0
230,-0.842977,-0.316395,-1.857031e-03,-4.130025e-04,1.305338e-03,1,0
302,-0.842947,-0.317795,-1.856992e-03,-4.148297e-04,1.305338e-03,1,0
376,-0.842925,-0.319370,-1.856964e-03,-4.168857e-04,1.305338e-03,1,0
64,-0.842918,-0.319698,-1.856954e-03,-4.173138e-04,1.305338e-03,1,0
43,-0.842898,-0.320423,-1.856928e-03,-4.182603e-04,1.305338e-03,1,0
201,-0.842858,-0.321956,-1.856876e-03,-4.202610e-04,1.305338e-03,1,0
337,-0.842838,-0.321994,-1.856850e-03,-4.203109e-04,1.305338e-03,1,0
458,-0.842770,-0.324806,-1.856761e-03,-4.239816e-04,1.305338e-03,1,0
241,-0.842766,-0.325123,-1.856755e-03,-4.243953e-04,1.305338e-03,1,0
477,-0.842760,-0.325333,-1.856748e-03,-4.246690e-04,1.305338e-03,1,0
