neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
605,-1.181022,0.392051,-5.479579e-03,1.757128e-03,4.481891e-03,1,0
928,-1.105791,0.318212,-5.142403e-03,1.426192e-03,4.481891e-03,1,0
999,-1.105656,0.315730,-5.141798e-03,1.415069e-03,4.481891e-03,1,0
625,-1.098763,0.306489,-5.110902e-03,1.373651e-03,4.481891e-03,1,0
187,-1.095210,0.304060,-5.094981e-03,1.362765e-03,4.481891e-03,1,0
219,-1.086123,0.295594,-5.054251e-03,1.324818e-03,4.481891e-03,1,0
998,-1.076653,0.284853,-5.011809e-03,1.276680e-03,4.481891e-03,1,0
590,-1.070527,0.280419,-4.984351e-03,1.256805e-03,4.481891e-03,1,0
503,-1.066865,0.278039,-4.967942e-03,1.246139e-03,4.481891e-03,1,0
835,-1.049031,0.259954,-4.888009e-03,1.165087e-03,4.481891e-03,1,0
130,-1.040824,0.247733,-4.851229e-03,1.110313e-03,4.481891e-03,1,0
456,-1.039171,0.249573,-4.843817e-03,1.118557e-03,4.481891e-03,1,0
916,-1.018090,0.230961,-4.749336e-03,1.035143e-03,4.481891e-03,1,0
447,-1.014357,0.223513,-4.732607e-03,1.001762e-03,4.481891e-03,1,0
450,-1.000009,0.193330,-4.668299e-03,8.664840e-04,4.481891e-03,1,0
217,-1.000008,0.193942,-4.668296e-03,8.692274e-04,4.481891e-03,1,0
280,-1.000007,0.155445,-4.668289e-03,6.966882e-04,4.481891e-03,1,0
206,-1.000007,0.155210,-4.668288e-03,6.956345e-04,4.481891e-03,1,0
784,-1.000006,0.132914,-4.668283e-03,5.957069e-04,4.481891e-03,1,0
517,-0.997065,0.088664,-4.664628e-03,1.096473e-04,1.236655e-03,1,0
106,-0.905657,-0.021816,-4.890326e-03,-7.700158e-06,3.529629e-04,1,1
673,-0.893792,-0.039824,-4.878262e-03,-6.902917e-05,1.733347e-03,1,0
722,-0.885790,-0.056391,-4.860018e-03,-1.651882e-04,2.929360e-03,1,0
886,-0.877965,-0.078599,-4.835866e-03,-2.978451e-04,3.789447e-03,1,0
674,-0.872743,-0.093974,-4.816075e-03,-3.561102e-04,3.789447e-03,1,0
43,-0.869798,-0.098850,-4.804914e-03,-3.745862e-04,3.789447e-03,1,0
400,-0.869705,-0.115331,-4.804563e-03,-4.370417e-04,3.789447e-03,1,0
714,-0.869704,-0.110644,-4.804561e-03,-4.192801e-04,3.789447e-03,1,0
4,-0.869684,-0.103658,-4.804483e-03,-3.928054e-04,3.789447e-03,1,0
252,-0.869677,-0.101374,-4.804457e-03,-3.841530e-04,3.789447e-03,1,0
120,-0.868818,-0.117634,-4.801001e-03,-4.902729e-04,4.167795e-03,1,0
354,-0.867121,-0.124003,-4.793931e-03,-5.168187e-04,4.167795e-03,1,0
139,-0.866697,-0.127405,-4.792161e-03,-5.309963e-04,4.167795e-03,1,0
158,-0.866337,-0.128305,-4.790660e-03,-5.347494e-04,4.167795e-03,1,0
53,-0.865903,-0.125807,-4.788855e-03,-5.243394e-04,4.167795e-03,1,0
907,-0.863806,-0.130463,-4.780112e-03,-5.437432e-04,4.167795e-03,1,0
945,-0.863482,-0.143248,-4.778761e-03,-5.970269e-04,4.167795e-03,1,0
987,-0.863290,-0.139879,-4.777962e-03,-5.829870e-04,4.167795e-03,1,0
530,-0.863177,-0.132512,-4.777493e-03,-5.522837e-04,4.167795e-03,1,0
607,-0.863156,-0.148905,-4.777405e-03,-6.206057e-04,4.167795e-03,1,0
484,-0.862934,-0.149059,-4.776479e-03,-6.212476e-04,4.167795e-03,1,0
570,-0.862628,-0.148217,-4.775205e-03,-6.177399e-04,4.167795e-03,1,0
6,-0.862026,-0.144219,-4.772696e-03,-6.010754e-04,4.167795e-03,1,0
498,-0.860706,-0.159326,-4.767191e-03,-6.640393e-04,4.167795e-03,1,0
126,-0.860393,-0.160912,-4.765888e-03,-6.706469e-04,4.167795e-03,1,0
420,-0.859883,-0.147885,-4.763763e-03,-6.163532e-04,4.167795e-03,1,0
727,-0.858624,-0.161327,-4.758587e-03,-6.548904e-04,4.059386e-03,1,0
935,-0.858540,-0.166140,-4.758249e-03,-6.744246e-04,4.059386e-03,1,0
169,-0.857801,-0.169600,-4.755249e-03,-6.884728e-04,4.059386e-03,1,0
418,-0.857261,-0.158997,-4.753057e-03,-6.454308e-04,4.059386e-03,1,0
764,-0.856865,-0.162955,-4.751448e-03,-6.614960e-04,4.059386e-03,1,0
715,-0.856806,-0.163693,-4.751207e-03,-6.644942e-04,4.059386e-03,1,0
768,-0.856238,-0.173133,-4.748901e-03,-7.028143e-04,4.059386e-03,1,0
644,-0.855813,-0.175310,-4.747176e-03,-7.116525e-04,4.059386e-03,1,0
224,-0.855372,-0.178791,-4.745385e-03,-7.257803e-04,4.059386e-03,1,0
702,-0.855326,-0.179107,-4.745201e-03,-7.270657e-04,4.059386e-03,1,0
785,-0.855096,-0.165453,-4.744267e-03,-6.716374e-04,4.059386e-03,1,0
117,-0.854422,-0.184190,-4.741530e-03,-7.476978e-04,4.059386e-03,1,0
415,-0.853620,-0.182372,-4.738276e-03,-7.403177e-04,4.059386e-03,1,0
325,-0.853395,-0.186546,-4.737361e-03,-7.572634e-04,4.059386e-03,1,0
23,-0.851729,-0.188851,-4.730600e-03,-7.666202e-04,4.059386e-03,1,0
950,-0.851307,-0.178408,-4.728887e-03,-7.242268e-04,4.059386e-03,1,0
875,-0.848966,-0.160051,-4.719510e-03,-5.775926e-04,3.608799e-03,1,0
501,-0.848850,-0.158987,-4.719092e-03,-5.737515e-04,3.608799e-03,1,0
633,-0.848750,-0.180907,-4.718729e-03,-6.528572e-04,3.608799e-03,1,0
399,-0.848685,-0.165226,-4.718495e-03,-5.962676e-04,3.608799e-03,1,0
701,-0.848567,-0.167412,-4.718069e-03,-6.041545e-04,3.608799e-03,1,0
712,-0.848406,-0.182277,-4.717487e-03,-6.578019e-04,3.608799e-03,1,0
308,-0.848287,-0.172603,-4.717059e-03,-6.228903e-04,3.608799e-03,1,0
492,-0.848241,-0.176477,-4.716891e-03,-6.368691e-04,3.608799e-03,1,0
429,-0.848153,-0.193561,-4.716574e-03,-6.985223e-04,3.608799e-03,1,0
942,-0.848039,-0.169940,-4.716164e-03,-6.132801e-04,3.608799e-03,1,0
983,-0.847942,-0.178687,-4.715814e-03,-6.448460e-04,3.608799e-03,1,0
310,-0.847898,-0.179850,-4.715653e-03,-6.490442e-04,3.608799e-03,1,0
197,-0.847818,-0.176508,-4.715365e-03,-6.369833e-04,3.608799e-03,1,0
840,-0.847791,-0.176975,-4.715269e-03,-6.386687e-04,3.608799e-03,1,0
42,-0.847745,-0.179312,-4.715101e-03,-6.471023e-04,3.608799e-03,1,0
750,-0.847513,-0.187025,-4.714265e-03,-6.749340e-04,3.608799e-03,1,0
301,-0.847490,-0.182268,-4.714183e-03,-6.577681e-04,3.608799e-03,1,0
380,-0.847364,-0.184480,-4.713728e-03,-6.657507e-04,3.608799e-03,1,0
502,-0.847196,-0.192227,-4.713120e-03,-6.937096e-04,3.608799e-03,1,0
499,-0.847156,-0.188167,-4.712978e-03,-6.790564e-04,3.608799e-03,1,0
689,-0.847081,-0.171303,-4.712706e-03,-6.181984e-04,3.608799e-03,1,0
22,-0.847045,-0.174749,-4.712575e-03,-6.306339e-04,3.608799e-03,1,0
95,-0.846901,-0.192726,-4.712057e-03,-6.955078e-04,3.608799e-03,1,0
643,-0.846900,-0.192739,-4.712052e-03,-6.955568e-04,3.608799e-03,1,0
518,-0.846861,-0.174141,-4.711914e-03,-6.284395e-04,3.608799e-03,1,0
14,-0.846831,-0.193977,-4.711803e-03,-7.000256e-04,3.608799e-03,1,0
753,-0.846255,-0.164365,-4.709725e-03,-5.931619e-04,3.608799e-03,1,0
348,-0.845093,-0.177818,-4.705532e-03,-6.417081e-04,3.608799e-03,1,0
302,-0.844887,-0.164525,-4.704789e-03,-5.937362e-04,3.608799e-03,1,0
822,-0.844718,-0.149292,-4.704180e-03,-5.387643e-04,3.608799e-03,1,0
358,-0.844654,-0.167478,-4.703949e-03,-6.043933e-04,3.608799e-03,1,0
954,-0.843990,-0.164735,-4.701553e-03,-5.944955e-04,3.608799e-03,1,0
271,-0.843965,-0.179323,-4.701460e-03,-6.471416e-04,3.608799e-03,1,0
279,-0.843945,-0.165821,-4.701389e-03,-5.984132e-04,3.608799e-03,1,0
