neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
287,-1.177513,0.729172,-4.596348e-03,2.382455e-03,3.267345e-03,1,0
163,-1.164818,0.715157,-4.554870e-03,2.336666e-03,3.267345e-03,1,0
220,-1.015264,0.569865,-4.066226e-03,1.861947e-03,3.267345e-03,1,0
240,-1.000079,0.547753,-4.016609e-03,1.789699e-03,3.267345e-03,1,0
182,-1.000076,0.517219,-4.016600e-03,1.689933e-03,3.267345e-03,1,0
278,-1.000075,0.526582,-4.016597e-03,1.720525e-03,3.267345e-03,1,0
391,-1.000074,0.510211,-4.016595e-03,1.667036e-03,3.267345e-03,1,0
136,-1.000067,0.435790,-4.016573e-03,1.423878e-03,3.267345e-03,1,0
415,-1.000067,0.446944,-4.016572e-03,1.460320e-03,3.267345e-03,1,0
224,-1.000065,0.435765,-4.016566e-03,1.423794e-03,3.267345e-03,1,0
243,-1.000063,0.429002,-4.016557e-03,1.401697e-03,3.267345e-03,1,0
106,-0.889426,-0.220282,-4.124038e-03,-7.347971e-04,3.335715e-03,1,0
361,-0.889420,-0.279112,-4.124018e-03,-9.310394e-04,3.335715e-03,1,0
316,-0.889418,-0.301185,-4.124013e-03,-1.004667e-03,3.335715e-03,1,0
389,-0.889418,-0.297342,-4.124012e-03,-9.918480e-04,3.335715e-03,1,0
372,-0.889416,-0.320208,-4.124004e-03,-1.068124e-03,3.335715e-03,1,0
216,-0.889415,-0.319983,-4.124003e-03,-1.067372e-03,3.335715e-03,1,0
36,-0.879439,-0.319568,-4.090725e-03,-1.065987e-03,3.335715e-03,1,0
267,-0.879288,-0.319503,-4.090165e-03,-1.234271e-03,3.863096e-03,1,0
375,-0.879265,-0.316083,-4.090073e-03,-1.221058e-03,3.863096e-03,1,0
280,-0.878617,-0.302134,-4.087572e-03,-1.167172e-03,3.863096e-03,1,0
151,-0.848399,-0.323397,-3.969414e-03,-9.706837e-04,3.001524e-03,1,0
409,-0.848359,-0.333086,-3.969294e-03,-9.997654e-04,3.001524e-03,1,0
92,-0.848353,-0.334792,-3.969275e-03,-1.004886e-03,3.001524e-03,1,0
6,-0.848314,-0.344163,-3.969158e-03,-1.033014e-03,3.001524e-03,1,0
112,-0.848312,-0.343839,-3.969153e-03,-1.032042e-03,3.001524e-03,1,0
225,-0.848306,-0.346144,-3.969135e-03,-1.038959e-03,3.001524e-03,1,0
198,-0.848283,-0.351395,-3.969066e-03,-1.054722e-03,3.001524e-03,1,0
18,-0.848251,-0.360273,-3.968968e-03,-1.081367e-03,3.001524e-03,1,0
414,-0.848235,-0.364356,-3.968921e-03,-1.093622e-03,3.001524e-03,1,0
299,-0.848210,-0.371356,-3.968845e-03,-1.114635e-03,3.001524e-03,1,0
324,-0.848182,-0.377500,-3.968761e-03,-1.133075e-03,3.001524e-03,1,0
355,-0.848171,-0.380412,-3.968729e-03,-1.141814e-03,3.001524e-03,1,0
474,-0.848167,-0.380567,-3.968717e-03,-1.142281e-03,3.001524e-03,1,0
423,-0.848167,-0.380319,-3.968717e-03,-1.141535e-03,3.001524e-03,1,0
230,-0.848144,-0.387598,-3.968649e-03,-1.163386e-03,3.001524e-03,1,0
302,-0.848139,-0.389000,-3.968634e-03,-1.167593e-03,3.001524e-03,1,0
319,-0.848139,-0.389029,-3.968632e-03,-1.167680e-03,3.001524e-03,1,0
64,-0.848129,-0.390906,-3.968603e-03,-1.173313e-03,3.001524e-03,1,0
376,-0.848128,-0.390577,-3.968602e-03,-1.172328e-03,3.001524e-03,1,0
43,-0.848126,-0.391632,-3.968596e-03,-1.175492e-03,3.001524e-03,1,0
201,-0.848121,-0.393166,-3.968580e-03,-1.180099e-03,3.001524e-03,1,0
337,-0.848119,-0.393205,-3.968572e-03,-1.180213e-03,3.001524e-03,1,0
458,-0.848109,-0.396020,-3.968542e-03,-1.188664e-03,3.001524e-03,1,0
241,-0.848107,-0.396338,-3.968539e-03,-1.189617e-03,3.001524e-03,1,0
477,-0.848105,-0.396548,-3.968531e-03,-1.190247e-03,3.001524e-03,1,0
192,-0.848103,-0.397238,-3.968524e-03,-1.192320e-03,3.001524e-03,1,0
468,-0.848093,-0.399843,-3.968494e-03,-1.200139e-03,3.001524e-03,1,0
160,-0.848082,-0.402433,-3.968463e-03,-1.207913e-03,3.001524e-03,1,0
46,-0.848081,-0.402826,-3.968458e-03,-1.209092e-03,3.001524e-03,1,0
188,-0.848077,-0.404339,-3.968448e-03,-1.213634e-03,3.001524e-03,1,0
380,-0.848064,-0.407397,-3.968408e-03,-1.222810e-03,3.001524e-03,1,0
325,-0.848047,-0.412101,-3.968356e-03,-1.236932e-03,3.001524e-03,1,0
14,-0.848030,-0.416044,-3.968307e-03,-1.248767e-03,3.001524e-03,1,0
442,-0.848025,-0.416831,-3.968291e-03,-1.251127e-03,3.001524e-03,1,0
60,-0.845529,-0.263830,-3.960798e-03,-7.918933e-04,3.001524e-03,1,0
154,-0.817187,-0.154623,-3.884890e-03,-4.383827e-04,2.835167e-03,1,0
114,-0.811914,-0.121394,-3.869940e-03,-3.441719e-04,2.835167e-03,1,0
272,-0.690773,0.318306,-3.340318e-03,9.476999e-04,2.977327e-03,1,0
117,-0.690708,0.306239,-3.340124e-03,9.117744e-04,2.977327e-03,1,0
174,-0.690693,0.303414,-3.340079e-03,9.033620e-04,2.977327e-03,1,0
68,-0.690678,0.300782,-3.340035e-03,8.955249e-04,2.977327e-03,1,0
96,-0.690657,0.296645,-3.339971e-03,8.832082e-04,2.977327e-03,1,0
261,-0.690626,0.290794,-3.339878e-03,8.657901e-04,2.977327e-03,1,0
288,-0.690583,0.283039,-3.339750e-03,8.427003e-04,2.977327e-03,1,0
339,-0.690392,0.248418,-3.339183e-03,7.396227e-04,2.977327e-03,1,0
45,-0.690172,0.207828,-3.338526e-03,6.187723e-04,2.977327e-03,1,0
461,-0.690056,0.186485,-3.338182e-03,5.552265e-04,2.977327e-03,1,0
132,-0.626026,0.277684,-3.228681e-03,8.338911e-04,3.003020e-03,1,0
102,-0.625313,0.285809,-3.226540e-03,8.582891e-04,3.003020e-03,1,0
186,-0.625191,0.292154,-3.226174e-03,8.773434e-04,3.003020e-03,1,0
498,-0.625168,0.293388,-3.226106e-03,8.810507e-04,3.003020e-03,1,0
429,-0.625125,0.295779,-3.225976e-03,8.882309e-04,3.003020e-03,1,0
143,-0.625107,0.296713,-3.225924e-03,8.910344e-04,3.003020e-03,1,0
217,-0.625087,0.297837,-3.225862e-03,8.944113e-04,3.003020e-03,1,0
300,-0.624934,0.306199,-3.225404e-03,9.195231e-04,3.003020e-03,1,0
7,-0.624932,0.306312,-3.225398e-03,9.198608e-04,3.003020e-03,1,0
208,-0.624919,0.307060,-3.225357e-03,9.221089e-04,3.003020e-03,1,0
40,-0.624888,0.308710,-3.225266e-03,9.270635e-04,3.003020e-03,1,0
437,-0.624876,0.309380,-3.225230e-03,9.290749e-04,3.003020e-03,1,0
451,-0.624847,0.310966,-3.225143e-03,9.338367e-04,3.003020e-03,1,0
447,-0.624821,0.312399,-3.225065e-03,9.381400e-04,3.003020e-03,1,0
63,-0.624804,0.313357,-3.225012e-03,9.410188e-04,3.003020e-03,1,0
244,-0.624803,0.313376,-3.225011e-03,9.410755e-04,3.003020e-03,1,0
72,-0.624802,0.313428,-3.225008e-03,9.412320e-04,3.003020e-03,1,0
227,-0.624799,0.313641,-3.224996e-03,9.418693e-04,3.003020e-03,1,0
24,-0.624787,0.314262,-3.224962e-03,9.437338e-04,3.003020e-03,1,0
126,-0.624764,0.315546,-3.224892e-03,9.475924e-04,3.003020e-03,1,0
9,-0.624757,0.315899,-3.224872e-03,9.486503e-04,3.003020e-03,1,0
10,-0.624654,0.321538,-3.224563e-03,9.655849e-04,3.003020e-03,1,0
184,-0.624642,0.322230,-3.224525e-03,9.676646e-04,3.003020e-03,1,0
276,-0.624626,0.323073,-3.224479e-03,9.701962e-04,3.003020e-03,1,0
12,-0.624596,0.324723,-3.224389e-03,9.751489e-04,3.003020e-03,1,0
439,-0.624579,0.325645,-3.224338e-03,9.779195e-04,3.003020e-03,1,0
294,-0.624555,0.326992,-3.224264e-03,9.819645e-04,3.003020e-03,1,0
358,-0.624525,0.328601,-3.224176e-03,9.867961e-04,3.003020e-03,1,0
342,-0.624525,0.328646,-3.224174e-03,9.869307e-04,3.003020e-03,1,0
71,-0.624475,0.331362,-3.224025e-03,9.950872e-04,3.003020e-03,1,0
175,-0.624458,0.332316,-3.223973e-03,9.979513e-04,3.003020e-03,1,0
31,-0.624231,0.344726,-3.223292e-03,1.035219e-03,3.003020e-03,1,0
209,-0.623871,0.364452,-3.222210e-03,1.094458e-03,3.003020e-03,1,0
197,-0.622172,0.327253,-3.217110e-03,9.827472e-04,3.003020e-03,1,0
70,-0.622104,0.324504,-3.216904e-03,9.744921e-04,3.003020e-03,1,0
242,-0.622045,0.320610,-3.216728e-03,9.627989e-04,3.003020e-03,1,0
237,-0.622014,0.319797,-3.216634e-03,9.603582e-04,3.003020e-03,1,0
420,-0.622012,0.326792,-3.216629e-03,9.813639e-04,3.003020e-03,1,0
286,-0.621907,0.314510,-3.216313e-03,9.444788e-04,3.003020e-03,1,0
194,-0.621676,0.314319,-3.215618e-03,9.439060e-04,3.003020e-03,1,0
196,-0.621587,0.307409,-3.215352e-03,9.231562e-04,3.003020e-03,1,0
315,-0.620670,0.304987,-3.212599e-03,9.158834e-04,3.003020e-03,1,0
352,-0.620279,0.305169,-3.211423e-03,9.164294e-04,3.003020e-03,1,0
374,-0.619894,0.306101,-3.210267e-03,9.192279e-04,3.003020e-03,1,0
