neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
2571,-1.031060,-0.072864,1.207220e-03,6.806461e-05,-9.341325e-04,1,1
3359,-1.026687,-0.066523,1.203135e-03,6.214152e-05,-9.341325e-04,1,1
340,-1.025894,-0.064776,1.202394e-03,6.050940e-05,-9.341325e-04,1,1
289,-1.025424,-0.062865,1.201955e-03,5.872434e-05,-9.341325e-04,1,1
3146,-1.023442,-0.062443,1.200103e-03,5.833048e-05,-9.341325e-04,1,1
2318,-1.022068,-0.060435,1.198820e-03,5.645393e-05,-9.341325e-04,1,1
2827,-1.021152,-0.055824,1.197964e-03,5.214728e-05,-9.341325e-04,1,1
2517,-1.019711,-0.072794,1.196618e-03,6.799926e-05,-9.341325e-04,1,1
2301,-1.019262,-0.062472,1.196199e-03,5.835697e-05,-9.341325e-04,1,1
1914,-1.016205,-0.067360,1.193343e-03,6.292344e-05,-9.341325e-04,1,1
542,-1.015775,-0.047902,1.192941e-03,4.474659e-05,-9.341325e-04,1,1
1686,-1.015389,-0.055881,1.192581e-03,5.220015e-05,-9.341325e-04,1,1
2135,-1.011425,-0.054531,1.188878e-03,5.093875e-05,-9.341325e-04,1,1
3286,-1.011008,-0.052287,1.188488e-03,4.884341e-05,-9.341325e-04,1,1
3296,-1.008279,-0.034206,1.185939e-03,3.195255e-05,-9.341325e-04,1,1
3478,-1.008095,-0.038410,1.185767e-03,3.587974e-05,-9.341325e-04,1,1
2117,-1.007925,-0.056007,1.185608e-03,5.231806e-05,-9.341325e-04,1,1
464,-1.007834,-0.048685,1.185523e-03,4.547856e-05,-9.341325e-04,1,1
2461,-1.007752,-0.041599,1.185447e-03,3.885884e-05,-9.341325e-04,1,1
2097,-1.007000,-0.056117,1.184744e-03,5.242038e-05,-9.341325e-04,1,1
1511,-1.005874,-0.048232,1.183692e-03,4.505476e-05,-9.341325e-04,1,1
947,-1.004475,-0.051524,1.182385e-03,4.813023e-05,-9.341325e-04,1,1
799,-1.003757,-0.045161,1.181715e-03,4.218662e-05,-9.341325e-04,1,1
3433,-1.002064,-0.045192,1.180133e-03,4.221571e-05,-9.341325e-04,1,1
110,-1.001422,-0.059774,1.179534e-03,5.583728e-05,-9.341325e-04,1,1
3426,-1.000000,-0.039813,1.178205e-03,2.885453e-05,-7.247570e-04,1,1
334,-1.000000,-0.034125,1.178205e-03,2.473252e-05,-7.247570e-04,1,1
903,-1.000000,-0.031533,1.178205e-03,2.285389e-05,-7.247570e-04,1,1
67,-1.000000,-0.034545,1.178205e-03,2.503706e-05,-7.247570e-04,1,1
320,-1.000000,-0.040676,1.178205e-03,2.948010e-05,-7.247570e-04,1,1
3138,-1.000000,-0.038330,1.178205e-03,2.777960e-05,-7.247570e-04,1,1
865,-1.000000,-0.045831,1.178205e-03,3.321614e-05,-7.247570e-04,1,1
2794,-1.000000,-0.043181,1.178205e-03,3.129548e-05,-7.247570e-04,1,1
2047,-1.000000,-0.041810,1.178205e-03,3.030217e-05,-7.247570e-04,1,1
2067,-1.000000,-0.043493,1.178205e-03,3.152185e-05,-7.247570e-04,1,1
1038,-0.999766,-0.039179,1.178036e-03,2.839491e-05,-7.247570e-04,1,1
2664,-0.999565,-0.037183,1.177890e-03,2.694878e-05,-7.247570e-04,1,1
633,-0.999280,-0.043997,1.177683e-03,3.188720e-05,-7.247570e-04,1,1
3413,-0.998188,-0.046529,1.176892e-03,3.372194e-05,-7.247570e-04,1,1
2376,-0.996548,-0.041808,1.175704e-03,3.030063e-05,-7.247570e-04,1,1
1421,-0.996055,-0.030250,1.175346e-03,2.192358e-05,-7.247570e-04,1,1
697,-0.995199,-0.048027,1.174725e-03,3.480796e-05,-7.247570e-04,1,1
1554,-0.994273,-0.039364,1.174054e-03,2.852932e-05,-7.247570e-04,1,1
1348,-0.993798,-0.048071,1.173711e-03,3.483986e-05,-7.247570e-04,1,1
3161,-0.992799,-0.033064,1.172986e-03,2.396353e-05,-7.247570e-04,1,1
3041,-0.992626,-0.035299,1.172861e-03,2.558308e-05,-7.247570e-04,1,1
910,-0.992603,-0.038937,1.172845e-03,2.821993e-05,-7.247570e-04,1,1
251,-0.991941,-0.028878,1.172364e-03,2.092939e-05,-7.247570e-04,1,1
1426,-0.991218,-0.019519,1.171841e-03,1.414660e-05,-7.247570e-04,1,1
1817,-0.986623,-0.037773,1.168848e-03,2.354043e-05,-6.232130e-04,1,1
376,-0.986501,-0.025271,1.168772e-03,1.574902e-05,-6.232130e-04,1,1
2611,-0.983776,-0.039397,1.167074e-03,2.455292e-05,-6.232130e-04,1,1
1549,-0.981348,-0.019367,1.165561e-03,1.206966e-05,-6.232130e-04,1,1
1202,-0.981181,-0.027869,1.165456e-03,1.736810e-05,-6.232130e-04,1,1
3347,-0.980991,-0.016314,1.165338e-03,1.016719e-05,-6.232130e-04,1,1
1545,-0.979888,-0.024278,1.164651e-03,1.454204e-05,-5.989855e-04,1,1
1422,-0.978583,-0.030054,1.163869e-03,1.800186e-05,-5.989855e-04,1,1
2249,-0.978427,-0.019831,1.163776e-03,1.187847e-05,-5.989855e-04,1,1
2513,-0.977237,-0.028390,1.163063e-03,1.700518e-05,-5.989855e-04,1,1
1698,-0.976603,-0.021929,1.162684e-03,1.313491e-05,-5.989855e-04,1,1
1653,-0.975101,-0.027947,1.161784e-03,1.673999e-05,-5.989855e-04,1,1
2418,-0.973776,-0.021265,1.160990e-03,1.273727e-05,-5.989855e-04,1,1
115,-0.972416,-0.021225,1.160175e-03,1.271339e-05,-5.989855e-04,1,1
2649,-0.972365,-0.016394,1.160145e-03,9.820042e-06,-5.989855e-04,1,1
83,-0.972268,-0.027744,1.160087e-03,1.661814e-05,-5.989855e-04,1,1
1407,-0.972055,-0.011441,1.159959e-03,6.852788e-06,-5.989855e-04,1,1
2005,-0.970527,-0.020921,1.159044e-03,1.253137e-05,-5.989855e-04,1,1
1506,-0.970418,-0.016987,1.158979e-03,1.017498e-05,-5.989855e-04,1,1
736,-0.970244,-0.020428,1.158874e-03,1.223581e-05,-5.989855e-04,1,1
1748,-0.968142,-0.019762,1.157569e-03,1.237776e-05,-6.263413e-04,1,1
452,-0.968039,-0.029295,1.157504e-03,1.834840e-05,-6.263413e-04,1,1
1210,-0.966452,-0.030570,1.156510e-03,1.914752e-05,-6.263413e-04,1,1
857,-0.966356,-0.016445,1.156450e-03,1.030016e-05,-6.263413e-04,1,1
2998,-0.964132,-0.016327,1.155057e-03,1.022606e-05,-6.263413e-04,1,1
3076,-0.961986,-0.011559,1.153713e-03,7.240054e-06,-6.263413e-04,1,1
2061,-0.959600,-0.018090,1.152208e-03,1.229872e-05,-6.798809e-04,1,1
1129,-0.959439,-0.014098,1.152099e-03,9.585027e-06,-6.798809e-04,1,1
3352,-0.959393,-0.013240,1.152067e-03,9.001587e-06,-6.798809e-04,1,1
2090,-0.959040,-0.013896,1.151827e-03,9.447521e-06,-6.798809e-04,1,1
3373,-0.958686,-0.001317,1.151586e-03,8.953470e-07,-6.798809e-04,0,1
50,-0.958142,-0.013426,1.151216e-03,9.128396e-06,-6.798809e-04,1,1
2670,-0.957329,-0.021610,1.150664e-03,1.469245e-05,-6.798809e-04,1,1
1338,-0.955427,-0.018013,1.149370e-03,1.224664e-05,-6.798809e-04,1,1
3203,-0.955034,-0.003736,1.149103e-03,2.540088e-06,-6.798809e-04,1,1
2837,-0.953840,-0.000178,1.148291e-03,1.209545e-07,-6.798809e-04,0,1
1883,-0.953621,-0.018883,1.148142e-03,1.283786e-05,-6.798809e-04,1,1
71,-0.953188,-0.000557,1.147848e-03,3.783863e-07,-6.798809e-04,0,1
1946,-0.950794,-0.009259,1.146221e-03,6.295305e-06,-6.798809e-04,1,1
2955,-0.950007,0.002930,1.145686e-03,-1.992382e-06,-6.798809e-04,0,1
2873,-0.947938,-0.016466,1.144164e-03,1.223886e-05,-7.432783e-04,1,1
3339,-0.947357,0.004668,1.143732e-03,-3.469453e-06,-7.432783e-04,1,1
1002,-0.946403,-0.010077,1.143023e-03,7.489739e-06,-7.432783e-04,1,1
2007,-0.946132,-0.017673,1.142822e-03,1.313600e-05,-7.432783e-04,1,1
3274,-0.944308,-0.017739,1.141466e-03,1.318538e-05,-7.432783e-04,1,1
863,-0.944242,0.006169,1.141417e-03,-4.584997e-06,-7.432783e-04,1,1
1719,-0.944001,-0.013329,1.141238e-03,9.906949e-06,-7.432783e-04,1,1
2553,-0.942844,-0.005492,1.140378e-03,4.081920e-06,-7.432783e-04,1,1
3269,-0.941409,-0.002568,1.139311e-03,1.908966e-06,-7.432783e-04,0,1
1639,-0.939618,-0.017557,1.137975e-03,1.416937e-05,-8.070363e-04,1,1
3435,-0.937793,0.001047,1.136502e-03,-8.447241e-07,-8.070363e-04,0,1
1089,-0.937432,-0.008712,1.136211e-03,7.031226e-06,-8.070363e-04,1,1
