neuron_idx,a_j,b_j
0,-0.10679373,0.57854029
1,0.12529536,0.87837476
2,-0.09131726,-0.81358244
3,-0.09089933,0.68822698
4,-0.14124545,0.11732136
5,-0.10434942,-0.32740957
6,0.10766906,-0.58309177
7,0.02926368,-0.22601087
8,0.03093862,-0.71279190
9,0.02329151,0.47795919
10,-0.07656118,-0.80615319
11,0.10052271,0.42696221
12,0.13157366,-0.16195273
13,-0.08797084,-0.31006384
14,-0.10590435,0.57442939
15,0.06937776,0.44150235
16,-0.05985602,0.69702315
17,-0.04731189,0.70854314
18,0.06914485,0.30332421
19,0.09466026,-0.67912841
20,0.13202697,0.83711676
21,0.01603649,-0.52197128
22,0.00792415,0.25205746
23,-0.11481693,0.16048428
24,-0.03446254,0.02748028
25,-0.14561143,0.14731354
26,0.10343452,-0.17832860
27,-0.10071019,-0.89711759
28,0.11554324,-0.11559315
29,0.12675790,-0.08107040
30,-0.06646421,0.05374945
31,0.08607629,0.42713095
32,0.14054973,-0.61462453
33,0.12829318,-0.62112268
34,0.12184897,-0.14882343
35,-0.10098001,-0.32918840
36,0.09784908,-0.68114149
37,0.01676406,0.48028295
38,0.05028156,-0.20603673
39,-0.10557951,0.18584254
40,-0.12010708,0.63575255
41,0.10185921,-0.64642331
42,0.12632945,0.37423900
43,0.09911210,0.82559279
44,0.23560854,-1.02146233
45,-0.13640718,0.11622432
46,0.09474509,-0.18059209
47,-0.11156677,0.17476952
48,0.05625584,0.29647669
49,-0.07661132,-0.43253476
50,0.11923418,0.33743753
51,-0.08628264,0.18232466
52,0.11045896,-0.09550758
53,0.12403887,0.41707776
54,0.05913245,0.29647638
55,0.11584055,-0.10622117
56,0.10624276,0.41707629
57,0.06361107,0.93435124
58,-0.09881260,-0.42743488
59,0.12803601,-0.09631466
60,0.11108158,0.90939796
61,0.10091764,0.82209342
62,-0.11263801,-0.32408500
63,-0.05576341,0.04522282
64,0.08888241,-0.17918861
65,0.11876563,0.86627336
66,-0.10130059,0.67555046
67,0.06439377,-0.99668336
68,0.10124315,0.81668096
69,0.11513497,0.36054417
70,0.03635024,-0.21507577
71,-0.14255048,-0.38162433
72,0.05655547,0.93973964
73,-0.07677525,0.68844384
74,0.11545379,0.34418870
75,-0.14427645,-0.85875959
76,0.11106350,0.82981066
77,0.11504519,0.35836664
78,0.09365350,-0.56479674
79,-0.09691395,0.65655480
80,-0.03009825,0.22298497
81,-0.13880624,-0.85614366
82,-0.06144507,-0.30246199
83,0.00271045,0.99089453
84,0.09634225,0.83424011
85,-0.12328253,-0.38075403
86,-0.11036843,0.64695834
87,-0.11122592,-0.82644547
88,0.08944859,-0.55839731
89,0.11418196,-0.11559298
90,-0.06741357,-0.29763767
91,-0.11197558,-0.33839283
92,0.09592815,0.33242210
93,-0.11760626,-0.37218247
94,0.10978108,-0.13083751
95,0.09108451,-0.56541511
96,-0.05206089,-0.29247038
97,0.22354336,-1.01080901
98,-0.02865207,0.02691756
99,-0.11219707,-0.41204558
100,-0.06362262,-0.79737700
101,-0.02595681,-0.91841604
102,0.08661005,-1.00000269
103,0.05544036,-0.19684962
104,0.01521633,0.48630060
105,-0.07510558,0.55351404
106,0.06204964,-0.05162132
107,0.06294645,-0.19861805
108,-0.05809298,0.19913288
109,0.11877732,0.40289187
110,-0.12302248,-0.84032613
111,0.12254838,0.35846018
112,-0.08920437,-0.31966751
113,0.03806039,0.94707313
114,-0.09697296,-0.89851719
115,-0.12899732,-0.84417545
116,0.04861107,-0.54219567
117,-0.09752690,0.56478841
118,0.11535639,0.41410150
119,-0.06304722,0.20040413
120,0.02346594,-0.23017004
121,0.03920579,0.28740020
122,0.19989248,-1.00000577
123,-0.00731790,0.24292485
124,-0.07256932,-0.43697396
125,0.12462938,-0.17351510
126,-0.13882412,-0.87695272
127,0.11071451,-0.57861088
128,-0.13771154,-0.88198123
129,-0.07172029,0.19598380
130,0.11484668,0.85090096
131,0.03281473,-0.53029305
132,-0.13983768,0.12337810
133,-0.05400106,0.70367209
134,-0.10506908,0.18656140
135,-0.12003159,-0.88197504
136,0.09497948,0.32290108
137,-0.14705262,0.11684617
138,0.12769637,-0.59254852
139,0.12106063,0.38692352
140,0.13739254,0.35329153
