neuron_idx,b_j,a_j,da_dt,db_dt,R_j,is_active,R_near_zero
130,-1.520640,-0.445923,1.492397e-03,3.418767e-04,-7.666728e-04,1,1
625,-1.452732,-0.377310,1.440334e-03,2.892730e-04,-7.666728e-04,1,1
998,-1.410963,-0.335832,1.408311e-03,2.574736e-04,-7.666728e-04,1,1
187,-1.356065,-0.280725,1.366221e-03,2.152240e-04,-7.666728e-04,1,1
447,-1.329531,-0.255317,1.345879e-03,1.957448e-04,-7.666728e-04,1,1
219,-1.302616,-0.227442,1.325244e-03,1.743736e-04,-7.666728e-04,1,1
590,-1.266870,-0.191953,1.297839e-03,1.471653e-04,-7.666728e-04,1,1
999,-1.252402,-0.177021,1.286746e-03,1.357172e-04,-7.666728e-04,1,1
456,-1.225327,-0.150943,1.265989e-03,1.157243e-04,-7.666728e-04,1,1
835,-1.182543,-0.108128,1.233187e-03,8.289904e-05,-7.666728e-04,1,1
605,-1.175453,-0.099148,1.227751e-03,7.601400e-05,-7.666728e-04,1,1
503,-1.161577,-0.086955,1.217113e-03,6.666625e-05,-7.666728e-04,1,1
722,-1.138400,-0.066677,1.199344e-03,5.111943e-05,-7.666728e-04,1,1
517,-1.123252,-0.051220,1.187730e-03,3.926922e-05,-7.666728e-04,1,1
217,-1.111190,-0.038265,1.178482e-03,2.933686e-05,-7.666728e-04,1,1
674,-1.094875,-0.024048,1.165974e-03,1.843665e-05,-7.666728e-04,1,1
400,-1.078207,-0.008083,1.153196e-03,6.197222e-06,-7.666728e-04,0,1
450,-1.076429,-0.003843,1.151832e-03,2.946585e-06,-7.666728e-04,0,1
928,-1.062362,0.012366,1.141048e-03,-9.480785e-06,-7.666728e-04,0,1
916,-1.039991,0.032863,1.123896e-03,-2.519538e-05,-7.666728e-04,1,1
429,-1.000101,0.042903,1.093314e-03,-3.289244e-05,-7.666728e-04,1,1
983,-1.000087,0.042279,1.093303e-03,-3.241431e-05,-7.666728e-04,1,1
310,-1.000054,0.065012,1.093278e-03,-4.984318e-05,-7.666728e-04,1,1
712,-1.000051,0.067217,1.093275e-03,-5.153348e-05,-7.666728e-04,1,1
